,url,title,author,text,results,score<br>
169,https://poets.org/poem/figure-ground,"Figure, ground",Melissa Stein,"Catapult through hills<br>
locking on air. So much of it<br>
the lungs won’t take it in.<br>
<br>
Then all’s a pinwheel, I’m<br>
the pin. The girl<br>
on her back<br>
<br>
having a tantrum<br>
on the drugstore floor<br>
until her mother stands up and leaves.<br>
<br>
The ladybug’s gunmetal<br>
legs pedaling machinely<br>
until they still<br>
<br>
and fold. The body<br>
is an envelope.<br>
The air black<br>
<br>
diamonds and helium<br>
I’m far too far<br>
to grieve.",NEGATIVE,0.9770630598068237<br>
171,https://poets.org/poem/pledge-0,Pledge,Wendy Xu,"The diagnosis was god, twice a day until the spirit<br>
untangles itself. I took a trip into unscripted<br>
days past, teenagers submit to the window an open<br>
facing yawn. A walnut fell into the grave<br>
of my loved one and stayed there beating patient<br>
like a word. I was still unmoved by disbelief watching<br>
my father mumble the pledge and hot white stars<br>
he can’t remember. Nobody got hurt, some un-<br>
fulfilled potential exits the room. Enter, knowledge.<br>
Men came to dispel ambiguity and raced <br>
my intention to a hard boiling over. Each new decade<br>
we stayed was a misinterpretation<br>
of genre. We showed our teeth over the years to those<br>
who would listen. In the face of the absent subject <br>
I felt my desire go flaccid. The leaves fell dutifully one<br>
by one from their limbs. But I wrote to you against<br>
all odds. Money. Paperwork. Love’s heavy<br>
open door. Critique. Indignity. Vision and often<br>
enough time.",NEGATIVE,0.9947994947433472<br>
172,https://poets.org/poem/what-water-knows,What the Water Knows,Sam Hamill,"What the mouth sings, the soul must learn to forgive.<br>
A rat’s as moral as a monk in the eyes of the real world.<br>
Still, the heart is a river<br>
pouring from itself, a river that cannot be crossed.<br>
It opens on a bay<br>
and turns back upon itself as the tide come sin,<br>
it carries the cry of the loon and the salts<br>
of the unutterably human.<br>
A distant eagle enters the mouth of a river<br>
salmon no longer run and his wide wings glide<br>
upstream until he disappears<br>
into the nothing from which he came. Only the thought remains.<br>
Lacking the eagle’s cunning or the wisdom of the sparrow,<br>
where shall I turn, drowning in sorrow?<br>
Who will know what the trees know, the spidery patience<br>
of young maple or what the willows confess?<br>
Let me be water. The heart pours out in waves.<br>
Listen to what the water says.<br>
Wind, be a friend.<br>
There’s nothing I couldn’t forgive.",NEGATIVE,0.9564918875694275<br>
173,https://poets.org/poem/what-makes-my-heart-thrill-and-glow,What Makes My Heart to Thrill and Glow?,William Makepeace Thackeray,"THE MAYFAIR LOVE-SONG.<br>
<br>
 Winter and summer, night and morn,<br>
    I languish at this table dark;<br>
  My office window has a corn-<br>
    er looks into St. James's Park.<br>
  I hear the foot-guards' bugle-horn,<br>
    Their tramp upon parade I mark;<br>
  I am a gentleman forlorn,<br>
    I am a Foreign-Office Clerk.<br>
<br>
  My toils, my pleasures, every one,<br>
    I find are stale, and dull, and slow;<br>
  And yesterday, when work was done,<br>
    I felt myself so sad and low,<br>
  I could have seized a sentry's gun<br>
    My wearied brains out out to blow.<br>
  What is it makes my blood to run?<br>
    What makes my heart to beat and glow?<br>
<br>
  My notes of hand are burnt, perhaps?<br>
    Some one has paid my tailor's bill?<br>
  No: every morn the tailor raps;<br>
    My I O U's are extant still.<br>
  I still am prey of debt and dun;<br>
    My elder brother's stout and well.<br>
  What is it makes my blood to run?<br>
    What makes my heart to glow and swell?<br>
<br>
  I know my chief's distrust and hate;<br>
    He says I'm lazy, and I shirk.<br>
  Ah! had I genius like the late<br>
    Right Honorable Edmund Burke!<br>
  My chance of all promotion's gone,<br>
    I know it is,—he hates me so.<br>
  What is it makes my blood to run,<br>
    And all my heart to swell and glow?<br>
<br>
  Why, why is all so bright and gay?<br>
    There is no change, there is no cause;<br>
  My office-time I found to-day<br>
    Disgusting as it ever was.<br>
  At three, I went and tried the Clubs,<br>
    And yawned and saunter'd to and fro;<br>
  And now my heart jumps up and throbs,<br>
    And all my soul is in a glow.<br>
<br>
  At half-past four I had the cab;<br>
    I drove as hard as I could go.<br>
  The London sky was dirty drab,<br>
    And dirty brown the London snow.<br>
  And as I rattled in a cant-<br>
    er down by dear old Bolton Row,<br>
  A something made my heart to pant,<br>
    And caused my cheek to flush and glow.<br>
<br>
  What could it be that made me find<br>
    Old Jawkins pleasant at the Club?<br>
  Why was it that I laughed and grinned<br>
    At whist, although I lost the rub?<br>
  What was it made me drink like mad<br>
    Thirteen small glasses of Curaço?<br>
  That made my inmost heart so glad,<br>
    And every fibre thrill and glow?<br>
<br>
  She's home again! she's home, she's home!<br>
    Away all cares and griefs and pain;<br>
  I knew she would—she's back from Rome;<br>
    She's home again! she's home again!<br>
  ""The family's gone abroad,"" they said,<br>
    September last they told me so;<br>
  Since then my lonely heart is dead,<br>
    My blood I think's forgot to flow.<br>
<br>
  She's home again! away all care!<br>
    O fairest form the world can show!<br>
  O beaming eyes!  O golden hair!<br>
    O tender voice, that breathes so low!<br>
  O gentlest, softest, purest heart!<br>
    O joy, O hope!—""My tiger, ho!""<br>
  Fitz-Clarence said; we saw him start—<br>
    He galloped down to Bolton Row.",NEGATIVE,0.9925060868263245<br>
175,https://poets.org/poem/gate-1,A Gate,Donna Masini,"I have oared and grieved,<br>
grieved and oared,<br>
treading a religion<br>
of fear. A frayed nerve.<br>
A train wreck tied to the train<br>
of an old idea.<br>
Now, Lord, reeling in violent<br>
times, I drag these tidal<br>
griefs to this gate.<br>
I am tired. Deliver<br>
me, whatever you are.<br>
Help me, you who are never<br>
near, hold what I love<br>
and grieve, reveal this green<br>
evening, myself, rain,<br>
drone, evil, greed,<br>
as temporary. Granted<br>
then gone. Let me rail,<br>
revolt, edge out, glove<br>
to the grate. I am done<br>
waiting like some invalid<br>
begging in the nave.<br>
Help me divine<br>
myself, beside me no Virgil<br>
urging me to shift gear,<br>
change lane, sing my dirge<br>
for the rent, torn world, and love<br>
your silence without veering <br>
into rage.",NEGATIVE,0.9911230802536011<br>
179,https://poets.org/poem/modern-love-xxix,Modern Love: XXIX,George Meredith,"Am I failing? For no longer can I cast<br>
A glory round about this head of gold.<br>
Glory she wears, but springing from the mould;<br>
Not like the consecration of the Past!<br>
Is my soul beggared? Something more than earth<br>
I cry for still: I cannot be at peace<br>
In having Love upon a mortal lease.<br>
I cannot take the woman at her worth!<br>
Where is the ancient wealth wherewith I clothed<br>
Our human nakedness, and could endow<br>
With spiritual splendour a white brow<br>
That else had grinned at me the fact I loathed?<br>
A kiss is but a kiss now! and no wave<br>
Of a great flood that whirls me to the sea.<br>
But, as you will! we’ll sit contentedly,<br>
And eat our pot of honey on the grave.",POSITIVE,0.9755562543869019<br>
183,https://poets.org/poem/widower,The Widower,Hafizah Augustus Geter,"Five winters in a row, my father knuckles<br>
the trunk of his backyard pine<br>
like he’s testing a watermelon.<br>
He scolds smooth patches<br>
where bark won’t grow,<br>
breaks branches<br>
to find them hollow.<br>
He inhales deeply<br>
and the pine tree has lost<br>
even its scent. He grieves<br>
in trees— my father, the backyard<br>
forest king, the humble<br>
king. The dragging his scepter<br>
through the darkness king.<br>
The wind splits him into shivers.<br>
Rivers of stars<br>
don him like a crown. My king<br>
who won’t lay his tenderness down<br>
trembles into the black<br>
unable to stop<br>
his kingdom from dying.<br>
I have failed to quiet<br>
the animal inside him.<br>
If only I would<br>
take his hand.<br>
This man weeping<br>
in the cold,<br>
how quickly I turn<br>
from him.",NEGATIVE,0.9851515889167786<br>
187,https://poets.org/poem/objectophile,Objectophile,Sam Sax,"but not how the boat lifted & bloated in his wake like a white infant<br>
we leave our objects behind us. we collect our dead’s leavings & listen",NEGATIVE,0.9973835349082947<br>
189,https://poets.org/poem/golden-shovel-lakes-shore-i-sit-his-sister-resting,"Golden Shovel: at the Lake’s Shore, I Sit with His Sister, Resting",Sasha Pimentel,"—Gwendolyn Brooks<br>
Michael’s skin splinters below the water’s line, his navel and all murky and lost<br>
like a city from my old life, or that scarf I’d loved, the softness<br>
with which we sink into what disappears, and the country of his groin and knees so softly<br>
already blackened. His sister snores below my hands. Her mouth makes<br>
tadpoles. Her breath wet from chemotherapy, I’ve massaged her a-<br>
sleep. Her shoulders swell their small tides. The air burns leaves. I want to want to trap<br>
her sighs, dividing the stillness, in glass, to a Mason jar: breath like smoke against a window—: for<br>
this man halved by water. But we sit in sun and grit, watch the waves which lose us.",NEGATIVE,0.9866920113563538<br>
195,https://poets.org/poem/winters-tale,A Winter’s Tale,D. H. Lawrence,"Yesterday the fields were only grey with scattered snow,<br>
And now the longest grass-leaves hardly emerge;<br>
Yet her deep footsteps mark the snow, and go<br>
On towards the pines at the hills’ white verge.<br>
I cannot see her, since the mist’s white scarf<br>
Obscures the dark wood and the dull orange sky;<br>
But she’s waiting, I know, impatient and cold, half<br>
Sobs struggling into her frosty sigh.<br>
Why does she come so promptly, when she must know<br>
That she’s only the nearer to the inevitable farewell;<br>
The hill is steep, on the snow my steps are slow –<br>
Why does she come, when she knows what I have to tell?",NEGATIVE,0.9975577592849731<br>
201,https://poets.org/poem/blue-dress,The Blue Dress,Saeed  Jones,"is water seeps into the cobblestone streets of my sleep, is still raining<br>
is good-bye in a flooded, antique room, is good-bye in a room of crystal bowls<br>
and crystal cups, is the ring-ting-ring of water dripping from the mouths<br>
of crystal bowls and crystal cups, is the Mississippi River is a hallway, is leaks<br>
like tears from windowsills of a drowned house, is windows open to waterfalls<br>
is a bed is a small boat is a ship, is a current come to carry me in its arms<br>
through the streets, is me floating in her dress through the streets<br>
is only the moon sees me floating through the streets, is me in a blue dress",NEGATIVE,0.9537700414657593<br>
203,https://poets.org/poem/apologue-1,Apologue (1),Maggie Smith,"In the land where all is forgotten, where no one remembers anything,<br>
birds cut off their beaks to share your sorrow, Little Torn Shoe.<br>
Twice of half a moon throbbed, swollen. I don’t know what<br>
you mourned. This tale was lost among the chestnut trees,<br>
where I found it and brought it to you. Little Bird of Many Colors,<br>
you are the kind who confuses wondering with wandering.<br>
You wonder around. Under your braids, a bright light.<br>
Little Pink Apple, life does not taste as good as it should.<br>
After all, there is always something better. We choose the best<br>
of what is before us, but much is not before us. In the story,<br>
a boy chose the horse called Thought over the one called Wind.<br>
Thinking swiftly, he rode to you. His sack of apples turned<br>
to a sack of rats; his sack of pears to parrots repeating<br>
happy, happy, happy . . . Little Gold Pin, many things we tell<br>
our children are kind but not true. The reverse is also true.<br>
You were crying in the chestnut trees. There was no telling<br>
the leaves from the leaf-shaped spaces between them.<br>
I don’t know what you mourned, Little Winter Deer, the birds<br>
mute and bleeding all around you. I know you want to forget<br>
that last part. And here a cup got broken. Everyone should now go home.",NEGATIVE,0.9831988215446472<br>
206,https://poets.org/poem/lost-illusions,Lost Illusions,Georgia Douglas Johnson,"Oh, for the veils of my far away youth,<br>
Shielding my heart from the blaze of the truth,<br>
Why did I stray from their shelter and grow<br>
Into the sadness that follows—to know!<br>
Impotent atom with desolate gaze<br>
Threading the tumult of hazardous ways—<br>
Oh, for the veils, for the veils of my youth<br>
Veils that hung low o’er the blaze of the truth!",NEGATIVE,0.5010946989059448<br>
209,https://poets.org/poem/not-elegy-mike-brown,not an elegy for Mike Brown,Danez Smith,"I am sick of writing this poem<br>
but bring the boy. his new name<br>
his same old body. ordinary, black<br>
dead thing. bring him & we will mourn<br>
until we forget what we are mourning<br>
& isn’t that what being black is about?<br>
not the joy of it, but the feeling<br>
you get when you are looking<br>
at your child, turn your head,<br>
then, poof, no more child.<br>
that feeling. that’s black.<br>
\\<br>
think: once, a white girl<br>
was kidnapped & that’s the Trojan war.<br>
later, up the block, Troy got shot<br>
& that was Tuesday. are we not worthy<br>
of a city of ash? of 1000 ships<br>
launched because we are missed?<br>
always, something deserves to be burned.<br>
it’s never the right thing now a days.<br>
I demand a war to bring the dead boy back<br>
no matter what his name is this time.<br>
I at least demand a song. a song will do just fine.<br>
\\<br>
look at what the lord has made.<br>
above Missouri, sweet smoke.",POSITIVE,0.9429017305374146<br>
210,https://poets.org/poem/elegy,Elegy,Rachel Eliza Griffiths,"the white jagged limbs turning away from incessant wildfires.<br>
a hand or headstone. The future moved & the fields already knew it.<br>
The children of kudzu, lilac, the spit of unknown rivers. I remember the jury<br>
That last morning I begged the grandmothers to leave their rage next to red candles<br>
& worn photographs of their children & their blue-eyed grandson<br>
I scattered the stones the trees bore. Gray vultures came for my children.<br>
& boys were pouring, wanted & unwanted & missing yet from the long mouth<br>
where their voices were forced to say they were nothing. But they were men, invisible<br>
I remember calling out to the savage field where more boys knelt & swung<br>
chewing cotton into shrouds, scars & sheets.<br>
They gave me their last words. They gave me smiles for their fathers.<br>
They slept in my arms, dead & bruised. Long as brambles.<br>
I held their million heads in my lap when the bodies were taken away.<br>
But let God beg pardon to them & their mothers<br>
huddled like bulls inside the stall of a word. I am the shriek,",NEGATIVE,0.9903496503829956<br>
211,https://poets.org/poem/forgetting-willie-james-jones,from Forgetting Willie James Jones,David Tomas Martinez,"1.<br>
It's not water to wine to swallow harm,<br>
though many of us have,<br>
and changing the name<br>
of Ozark Street to Willie Jones Street,<br>
won't resuscitate,<br>
won't expose how the sun roars across rows of faces<br>
at the funeral for a seventeen-year-old-boy,<br>
won't stop the double slapping<br>
of the screen door against a frame,<br>
causing a grandmother, by habit, to yell out, Willie.<br>
It can't deafen the trophies in a dead teenager's room.<br>
That day in '94 I felt strong.<br>
I walked down the street with nickel bags of weed<br>
in the belt loops of my Dickies,<br>
and a bandana strung from my pocket.<br>
That's when I thought trouble could be run from,<br>
could be avoided by never sitting<br>
with your back to the door<br>
or near a window.<br>
I swore by long days and strutted along a rusted past,<br>
shook dice and smoked with the boys<br>
that posted on the corners:<br>
and men cruising in coupes, men built so big<br>
they took up both seats,<br>
I rode with them that summer.<br>
That was the season death walked alongside us all,<br>
wagging its haunches and twisting its collared neck<br>
at a bird glittering along a branch.<br>
Willie was shot in that heat,<br>
with a stolen pistol,<br>
in the front yard of a party.<br>
It poked a hole<br>
no bigger than a pebble<br>
in his body.<br>
The shooters came from my high school:<br>
we sometimes smoked in the bungalow<br>
bathrooms during lunch.<br>
A few weeks before Willie got shot,<br>
Maurice had been killed—<br>
An awning after rain,<br>
Maurice and Willie<br>
sagged from the weight.<br>
Some say it is better<br>
to be carried by six<br>
than judged by twelve.<br>
Some say the summer of '94<br>
in Southeast San Diego<br>
was just another summer.",NEGATIVE,0.8497939109802246<br>
212,https://poets.org/poem/notes-mass-stranding,Notes on a Mass Stranding,Kamilah  Aisha Moon,"I.<br>
Huge dashes in the sand, two or three<br>
times a year they swim like words<br>
in a sentence toward the period<br>
of the beach, lured into sunning<br>
themselves like humans do—<br>
forgetting gravity,<br>
smothered in the absence<br>
of waves and high tides.<br>
II.<br>
[Pilot whales beach themselves] when their sonar<br>
becomes scrambled in shallow water<br>
or when a sick member of the pod<br>
heads for shore and others follow<br>
III.<br>
61 of them on top of the South Island<br>
wade into Farewell Spit.<br>
18 needed help with their demises<br>
this time, the sharp mercy<br>
of knives still the slow motion heft<br>
of each ocean heart.<br>
IV.<br>
Yes—even those born pilots,<br>
those who have grown large and graceful<br>
lose their way, found on their sides<br>
season after season.<br>
Is it more natural to care<br>
or not to care?<br>
Terrifying to be reminded a fluke<br>
can fling anything or anyone<br>
out of this world.<br>
V.<br>
Oh, the endings we swim toward<br>
without thinking!<br>
Mysteries of mass wrong turns, sick leaders<br>
and sirens forever sexy<br>
land or sea.<br>
The unequaled rush<br>
and horror of forgetting<br>
ourselves",NEGATIVE,0.9717090725898743<br>
214,https://poets.org/poem/elegy-my-mothers-ex-boyfriend,Elegy for My Mother's Ex-Boyfriend,James Kimbrell,"Let it be said<br>
that Tim's year was divided<br>
into two seasons: sneakers<br>
and flip-flops. Let us<br>
remember that Tim<br>
would sometimes throw a football<br>
with all the requisite grip, angle<br>
and spiral-talk. Let us recall<br>
that for the sake of what was left<br>
of appearances, my mother<br>
never once let him sleep<br>
in her bed; he snored all over<br>
our dog-chewed couch, and in<br>
the mornings when I tip-toed<br>
past him on my way<br>
to school, his jowls<br>
fat as a catcher's mitt, I never cracked<br>
an empty bottle across that space<br>
where his front teeth<br>
rotted out. Nor did I touch<br>
a struck match to that mole<br>
by his lip, whiskery dot that—he <br>
believed—made him irresistable<br>
to all lovelorn women.<br>
Still, let us remember<br>
sweetness: Tim lying face down,<br>
Mom popping the zits<br>
that dotted his broad, sun-spotted back,<br>
which, though obviously<br>
gross, gets the January photo<br>
in my personal wall calendar<br>
of what love should be,<br>
if such a calendar<br>
could still exist above my kitchen table<br>
junked up with the heretos and<br>
therefores from my<br>
last divorce.<br>
              Let us not forget<br>
how my mother would slip<br>
into her red cocktail dress<br>
and Tim would say,<br>
""Your mother is beautiful,""<br>
before getting up<br>
to go dance with someone else.<br>
              In fairness, let me<br>
confess that I pedaled<br>
my ten-speed<br>
across the Leaf River bridge<br>
all the way to Tim's<br>
other woman's house<br>
and lay with that woman's daughter<br>
beside the moon-<br>
cold weight<br>
of the propane tank, dumb<br>
with liquor, numb to<br>
the fire ants that we spread<br>
our blanket over until<br>
I stopped for a second<br>
and looked up<br>
because I wondered if<br>
her mother could hear us,<br>
or if Tim might not<br>
have stood in the kitchen,<br>
maybe looked out<br>
the window and saw<br>
my white ass pumping<br>
in the moonlight,<br>
and whispered<br>
to himself, ""That's my boy.""",NEGATIVE,0.9942399263381958<br>
215,https://poets.org/poem/little-box,Little Box,Marilyn Nelson,"Someone has died, who will never see the black<br>
joylight expand in her mother’s blue eyes.<br>
Who will never grasp a pinky, nor be danced<br>
up, down and around and lullabied all night.<br>
Someone who will never come to realize<br>
that her Dada’s palms aren’t dirty, they’re just brown.<br>
Who made HER mother, HIM father, then broke their hearts.<br>
Who is their shooting star, glimpsed only once.<br>
Someone who will never laugh, or play, or care …<br>
<br>
Praying that little box into the earth,<br>
Rev. Peters asks forgiveness for his faint faith.<br>
He thinks of the life of pain Someone was spared.",NEGATIVE,0.8245578408241272<br>
216,https://poets.org/poem/sadness-clothes,The Sadness of Clothes,Emily Fragos,"When someone dies, the clothes are so sad. They have outlived<br>
their usefulness and cannot get warm and full.<br>
You talk to the clothes and explain that he is not coming back<br>
as when he showed up immaculately dressed in slacks and plaid jacket<br>
and had that beautiful smile on and you’d talk.<br>
You’d go to get something and come back and he’d be gone.<br>
You explain death to the clothes like that dream.<br>
You tell them how much you miss the spouse<br>
and how much you miss the pet with its little winter sweater.<br>
You tell the worn raincoat that if you talk about it,<br>
you will finally let grief out. The ancients etched the words<br>
for battle and victory onto their shields and then they went out<br>
and fought to the last breath. Words have that kind of power<br>
you remind the clothes that remain in the drawer, arms stubbornly<br>
folded across the chest, or slung across the backs of chairs,<br>
or hanging inside the dark closet. Do with us what you will,<br>
they faintly sigh, as you close the door on them.<br>
He is gone and no one can tell us where.",NEGATIVE,0.9667003750801086<br>
219,https://poets.org/poem/shift-5,Shift #5,Ali Liebegott,"for Seamus Heaney<br>
a box of coconut water <br>
two cans of coconut milk <br>
<br>
so many looking for help <br>
<br>
some people care when a poet dies <br>
<br>
a poem is a conscience <br>
a report card, a confession: <br>
<br>
today my lies were a motor that spun the Earth <br>
<br>
how can you get truth from a hill <br>
when I am the continent that drifts? <br>
<br>
how can I taste what I’m mourning <br>
when soon everything will be salt from the sea?<br>
—8/30/13, Register 6 <br>
          1 PM—5:15 p.m.",NEGATIVE,0.9942514896392822<br>
220,https://poets.org/poem/my-oldest-friend-whose-silence-death,"To My Oldest Friend, Whose Silence Is Like a Death",Lloyd Schwartz,"In today’s paper, a story about our high school drama<br>
teacher evicted from his Carnegie Hall rooftop apartment <br>
<br>
made me ache to call you—the only person I know <br>
who’d still remember his talent, his good looks, his self-<br>
<br>
absorption. We’d laugh (at what haven’t we laughed?), then <br>
not laugh, wondering what became of him. But I can’t call, <br>
<br>
because I don’t know what became of you.<br>
<br>
—After sixty years, with no explanation, you’re suddenly<br>
not there. Gone. Phone disconnected. I was afraid<br>
<br>
you might be dead. But you’re not dead. <br>
<br>
You’ve left, your landlord says. He has your new unlisted <br>
number but insists on “respecting your privacy.” I located <br>
<br>
your oldest son, who refuses to tell me anything except that <br>
you’re alive and not ill. Your ex-wife ignores my letters.<br>
<br>
What’s happened? Are you in trouble? Something <br>
you’ve done? Something<br>
I’ve<br>
done? <br>
<br>
We used to tell each other everything: our automatic <br>
reference points to childhood pranks, secret codes, <br>
<br>
and sexual experiments. How many decades since we started <br>
singing each other “Happy Birthday” every birthday? <br>
<br>
(Your last uninhibited rendition is still on my voice mail.)<br>
<br>
How often have we exchanged our mutual gratitude—the easy<br>
unthinking kindnesses of long friendship. <br>
<br>
This mysterious silence isn’t kind. It keeps me <br>
up at night, bewildered, at some “stage “of grief. <br>
<br>
Would your actual death be easier to bear? <br>
<br>
I crave your laugh, your quirky takes, your latest<br>
comedy of errors. “When one’s friends hate each other,”<br>
<br>
Pound wrote near the end of his life, “how can there be<br>
peace in the world?” We loved each other. Why why why <br>
<br>
am I dead to you? <br>
<br>
Our birthdays are looming. The older I get, the less and less <br>
I understand this world, <br>
<br>
and the people in it.",NEGATIVE,0.9943069815635681<br>
222,https://poets.org/poem/fall-parties,Fall Parties,Becca Klaver,"I cannot wait for fall parties.<br>
The invitations have begun to roll in.<br>
<br>
I used to think I loved summer parties<br>
until they got this year so sweaty and sad,<br>
<br>
the whole world away at the shore,<br>
sunk in sweet and salt.<br>
<br>
Goodbye, summer: <br>
you were supposed to save us<br>
<br>
from spring but everyone just slumped<br>
into you, sad sacks <br>
<br>
pulling the shade down on an afternoon <br>
of a few too many rounds. <br>
<br>
Well, I won’t have another.<br>
I’ll have fall. The fall of parties<br>
<br>
for no reason, of shivering rooftops,<br>
scuffed boots, scarves with cigarette holes.<br>
<br>
I’ll warm your house.<br>
I’ll snort your mulling spices.<br>
<br>
I’ll stay too late, I’ll go on a beer run,<br>
I’ll do anything <br>
<br>
to stay in your dimly lit rooms <br>
scrubbed clean of all their pity.",NEGATIVE,0.9965290427207947<br>
223,https://poets.org/poem/goodbyes,Goodbyes,The Cyborg Jillian Weise,"begin long before you hear them<br>
and gain speed and come out of <br>
the same place as other words.<br>
They should have their own<br>
place to come from, the elbow<br>
perhaps, since elbows look<br>
funny and never weep. Why<br>
are you proud of me? I said<br>
goodbye to you forty times.<br>
I see your point. That is<br>
an achievement unto itself.<br>
My mom wants me to write<br>
a goodbye poem. It should fit <br>
inside a card and use the phrase,<br>
“You are one powerful lady.”<br>
There is nothing powerful<br>
about me though you might <br>
think so from the way I spit.<br>
I don’t want to say goodbye<br>
to you anymore. I heard<br>
the first wave was an accident.<br>
It happened in the Cave <br>
of the Hands in Santa Cruz.<br>
The four of them were drinking<br>
and someone killed<br>
a wild boar and someone else<br>
said, “Hey look, I put my hand<br>
in it. Saying goodbye is like that.<br>
You put your hand in it and then<br>
you take your hand back.",POSITIVE,0.9697745442390442<br>
228,https://poets.org/poem/billet-doux,A Billet Doux,George Moses Horton,"My brightest hopes are mix'd with tears,<br>
Like hues of light and gloom;<br>
As when mid sun-shine rain appears,<br>
Love rises with a thousand fears,<br>
To pine and still to bloom.<br>
When I have told my last fond tale<br>
In lines of song to thee,<br>
And for departure spread my sail,<br>
Say, lovely princess, wilt thou fail<br>
To drop a tear for me?<br>
O, princess, should my votive strain<br>
Salute thy ear no more,<br>
Like one deserted on the main,<br>
I still shall gaze, alas! but vain,<br>
On wedlock's flow'ry shore.",POSITIVE,0.9861595034599304<br>
230,https://poets.org/poem/three-songs-end-summer,Three Songs at the End of Summer,Jane Kenyon,"A second crop of hay lies cut   <br>
and turned. Five gleaming crows   <br>
search and peck between the rows.<br>
They make a low, companionable squawk,   <br>
and like midwives and undertakers   <br>
possess a weird authority.<br>
<br>
Crickets leap from the stubble,   <br>
parting before me like the Red Sea.   <br>
The garden sprawls and spoils.<br>
<br>
Across the lake the campers have learned   <br>
to water-ski. They have, or they haven’t.   <br>
Sounds of the instructor’s megaphone   <br>
suffuse the hazy air. “Relax! Relax!”<br>
<br>
Cloud shadows rush over drying hay,   <br>
fences, dusty lane, and railroad ravine.   <br>
The first yellowing fronds of goldenrod   <br>
brighten the margins of the woods.<br>
<br>
Schoolbooks, carpools, pleated skirts;   <br>
water, silver-still, and a vee of geese.<br>
<br>
*<br>
<br>
The cicada’s dry monotony breaks   <br>
over me. The days are bright   <br>
and free, bright and free.<br>
<br>
Then why did I cry today   <br>
for an hour, with my whole   <br>
body, the way babies cry?<br>
<br>
*<br>
<br>
A white, indifferent morning sky,   <br>
and a crow, hectoring from its nest   <br>
high in the hemlock, a nest as big   <br>
as a laundry basket....<br>
                                    In my childhood   <br>
I stood under a dripping oak,<br>
while autumnal fog eddied around my feet,   <br>
waiting for the school bus<br>
with a dread that took my breath away.<br>
<br>
The damp dirt road gave off   <br>
this same complex organic scent.<br>
<br>
I had the new books—words, numbers,   <br>
and operations with numbers I did not   <br>
comprehend—and crayons, unspoiled   <br>
by use, in a blue canvas satchel<br>
with red leather straps.<br>
<br>
Spruce, inadequate, and alien   <br>
I stood at the side of the road.   <br>
It was the only life I had.",NEGATIVE,0.965281069278717<br>
232,https://poets.org/poem/elegy-my-husband,Elegy for my husband,Toi Derricotte,"What was there is no longer there:<br>
Not the blood running its wires of flame through the whole length<br>
Not the memories, the texts written in the language of the flat hills<br>
No, not the memories, the porch swing and the father crying<br>
The genteel and elegant aunt bleeding out on the highway<br>
(Too black for the white ambulance to pick up)<br>
Who had sent back lacquered plates from China<br>
Who had given away her best ivory comb that one time she was angry<br>
Not the muscles, the ones the white girls longed to touch<br>
But must not (for your mother warned<br>
You would be lynched in that all-white Ohio town you grew up in)<br>
Not that same town where you were the only, the one good black boy<br>
All that is gone<br>
Not the muscles running, the baseball flying into your mitt<br>
Not the hand that laid itself over my heart and saved me <br>
Not the eyes that held the long gold tunnel I believed in <br>
Not the restrained hand in love and in anger<br>
Not the holding back<br>
Not the taut holding",NEGATIVE,0.9835278987884521<br>
233,https://poets.org/poem/poem-jack-spicer,Poem for Jack Spicer,Matthew Zapruder,"It's the start of baseball season,<br>
and I am thinking again <br>
as I do every year <br>
in early April now <br>
that I live in California <br>
where afternoon is a blue <br>
span to languidly cross <br>
of those long ones <br>
you used to sort of sleep <br>
through getting drunk <br>
on many beers, lying <br>
next to your radio <br>
on a little square of grass <br>
in the sun, listening <br>
half to the game and half <br>
to the Pacific water gently <br>
slapping the concrete <br>
barrier of the man-made cove.<br>
I have heard it and it sounds <br>
like conversations among <br>
not there people I can't <br>
quite hear. But you could. <br>
And later you would try <br>
to remember what they said <br>
and transcribe it on your <br>
black typewriter <br>
in your sad, horrible room. <br>
When I read your poems <br>
about suicide and psychoanalysis <br>
I feel very lucky and ashamed <br>
to be alive at all. Everyone <br>
has been talking lately <br>
about radiation, iodine, <br>
and wind, and you are in <br>
your grave, far from the water. <br>
I know I don't care about you <br>
at all but when I look <br>
at your photograph, <br>
your round head tilted up <br>
so you are staring down <br>
at everyone, I remember <br>
how much you hated your body. <br>
Today I will go down by the water <br>
where you used to sit and think<br>
I do not hate my body <br>
even though I often do. <br>
When I die please write he tried<br>
on whatever stone you choose.",NEGATIVE,0.9827012419700623<br>
234,https://poets.org/poem/poem-1-0,Poem 1,Edmund Spenser,"Ye learned sisters which have oftentimes<br>
beene to me ayding, others to adorne:<br>
Whom ye thought worthy of your gracefull rymes,<br>
That even the greatest did not greatly scorne<br>
To heare theyr names sung in your simply layes,<br>
But joyed in theyr prayse.<br>
And when ye lift your owne mishaps to mourne,<br>
Which death, or love, or fortunes wreck did rayse,<br>
Your string could soone to sadder tenor turne,<br>
And teach the woods and waters to lament<br>
Your dolefull dreriment.<br>
Now lay those sorrowfull complaints aside,<br>
And having all your heads with girland crownd,<br>
Helpe me mine owne loues prayses to resound,<br>
Ne let the same of any be enuide,<br>
So Orpheus did for his owne bride,<br>
So I into my selfe alone will sing,<br>
The woods shall to me answer and my Eccho ring.",POSITIVE,0.9634529948234558<br>
